timestamp,name,tag,trophies,wins,losses,battleCount
2025-09-02T19:10:17.833537,珰珰,#J8J8QR8YU,9205,1934,1750,3684
2025-09-02T19:19:28.145260,珰珰,#J8J8QR8YU,9205,1934,1750,3684
2025-09-02T19:19:49.500004,珰珰,#J8J8QR8YU,9205,1934,1750,3684
